name,ingredients,quantities,category
Risotto ai funghi porcini,Cipolle dorate,piccola1,Primi
Risotto ai funghi porcini,Aglio,1spicchio,Primi
Risotto ai funghi porcini,Burro,30g,Primi
Risotto ai funghi porcini,Olio extravergine d'oliva,2cucchiai,Primi
Risotto ai funghi porcini,Sale fino,q.b.,Primi
Risotto ai funghi porcini,Pepe nero,q.b.,Primi
Risotto ai funghi porcini,Parmigiano Reggiano DOP,da grattugiare50g,Primi
Risotto ai funghi porcini,Burro,30g,Primi
Risotto ai funghi porcini,Prezzemolo,da tritare2cucchiai,Primi
Paella de marisco,Riso Bomba,400g,Primi
Paella de marisco,Cozze,1kg,Primi
Paella de marisco,Calamari,(da pulire)500g,Primi
Paella de marisco,Scampi,8,Primi
Paella de marisco,Gamberi,8,Primi
Paella de marisco,Cipolle,80g,Primi
Paella de marisco,Aglio,1spicchio,Primi
Paella de marisco,Fumetto di crostacei,750g,Primi
Paella de marisco,Passata di pomodoro,200g,Primi
Paella de marisco,Zafferano,"(2 bustine)0,25g",Primi
Paella de marisco,Paprika dolce,5g,Primi
Paella de marisco,Peperoncino dolce,1,Primi
Paella de marisco,Olio extravergine d'oliva,q.b.,Primi
Paella de marisco,Sale fino,q.b.,Primi
Paella de marisco,Pepe nero,q.b.,Primi
Canederli alla tirolese (Knödel),Pane raffermo,250g,Primi
Canederli alla tirolese (Knödel),Speck,150g,Primi
Canederli alla tirolese (Knödel),Cipolle bianche,50g,Primi
Canederli alla tirolese (Knödel),Uova,(medie)2,Primi
Canederli alla tirolese (Knödel),Latte intero,250g,Primi
Canederli alla tirolese (Knödel),Burro,10g,Primi
Canederli alla tirolese (Knödel),Pepe nero,q.b.,Primi
Canederli alla tirolese (Knödel),Prezzemolo,q.b.,Primi
Canederli alla tirolese (Knödel),Erba cipollina,q.b.,Primi
Calamarata,Calamarata,400g,Primi
Calamarata,Calamari,(da pulire)600g,Primi
Calamarata,Aglio,1spicchio,Primi
Calamarata,Peperoncino fresco,1,Primi
Calamarata,Prezzemolo,1ciuffo,Primi
Calamarata,Pomodorini ciliegino,400g,Primi
Calamarata,Vino bianco,60g,Primi
Calamarata,Triplo concentrato di pomodoro,25g,Primi
Calamarata,Sale,q.b.,Primi
Calamarata,Pepe nero,q.b.,Primi
Calamarata,Olio extravergine d'oliva,q.b.,Primi
Gnocchi di zucca,Zucca mantovana,500g,Primi
Gnocchi di zucca,Patate rosse,350g,Primi
Gnocchi di zucca,Farina 00,150g,Primi
Gnocchi di zucca,Fecola di patate,50g,Primi
Gnocchi di zucca,Uova,(1 medio)57g,Primi
Gnocchi di zucca,Sale fino,3g,Primi
Gnocchi di zucca,Pepe nero,1pizzico,Primi
Gnocchi di zucca,Noce moscata,1pizzico,Primi
Spaghetti allo scoglio,Spaghetti,320g,Primi
Spaghetti allo scoglio,Cozze,1kg,Primi
Spaghetti allo scoglio,Vongole,1kg,Primi
Spaghetti allo scoglio,Calamari,300g,Primi
Spaghetti allo scoglio,Scampi,8,Primi
Spaghetti allo scoglio,Pomodorini ciliegino,300g,Primi
Spaghetti allo scoglio,Olio extravergine d'oliva,4cucchiai,Primi
Spaghetti allo scoglio,Aglio,1spicchio,Primi
Spaghetti allo scoglio,Prezzemolo,1ciuffo,Primi
Spaghetti allo scoglio,Vino bianco,40g,Primi
Spaghetti allo scoglio,Sale fino,q.b.,Primi
Spaghetti allo scoglio,Pepe nero,q.b.,Primi
Cannelloni ricotta e spinaci,Farina 00,100g,Primi
Cannelloni ricotta e spinaci,Uova,(circa 1 medio)55g,Primi
Cannelloni ricotta e spinaci,Spinaci, 250g,Primi
Cannelloni ricotta e spinaci,Ricotta vaccina, 150g,Primi
Cannelloni ricotta e spinaci,Uova,medie1,Primi
Cannelloni ricotta e spinaci,Aglio,1spicchio,Primi
Cannelloni ricotta e spinaci,Olio extravergine d'oliva, q.b.,Primi
Cannelloni ricotta e spinaci,Grana Padano DOP,grattugiato 50g,Primi
Cannelloni ricotta e spinaci,Noce moscata,in polvere 1pizzico,Primi
Cannelloni ricotta e spinaci,Pepe nero, q.b.,Primi
Cannelloni ricotta e spinaci,Sale fino,q.b.,Primi
Cannelloni ricotta e spinaci,Latte intero,500g,Primi
Cannelloni ricotta e spinaci,Farina 00, 37g,Primi
Cannelloni ricotta e spinaci,Burro,50g,Primi
Cannelloni ricotta e spinaci,Sale fino,1pizzico,Primi
Cannelloni ricotta e spinaci,Noce moscata,q.b.,Primi
Cannelloni ricotta e spinaci,Pepe nero, 1pizzico,Primi
Cannelloni ricotta e spinaci,Grana Padano DOP,q.b.,Primi
Ribollita,Fagioli cannellini secchi, 350g,Primi
Ribollita,Olio extravergine d'oliva, 20g,Primi
Ribollita,Aglio,1spicchio,Primi
Ribollita,Rosmarino,1rametto,Primi
Ribollita,Acqua,2l,Primi
Ribollita,Sale fino,q.b.,Primi
Ribollita,Pepe nero,q.b.,Primi
Ribollita,Verza,250g,Primi
Ribollita,Cavolo nero,300g,Primi
Ribollita,Bietole,300g,Primi
Ribollita,Pane raffermo, 220g,Primi
Ribollita,Olio extravergine d'oliva, 25g,Primi
Ribollita,Pomodori pelati,180g,Primi
Ribollita,Patate,1,Primi
Ribollita,Cipolle, 80g,Primi
Ribollita,Carote, 80g,Primi
Ribollita,Sedano,100g,Primi
Ribollita,Pepe nero,q.b.,Primi
Ribollita,Sale fino,q.b.,Primi
Ribollita,Peperoncino,seccoq.b.,Primi
Ribollita,Timo,frescoq.b.,Primi
Pennette alla boscaiola,Pennette Rigate,320g,Primi
Pennette alla boscaiola,Funghi porcini,400g,Primi
Pennette alla boscaiola,Pancetta affumicata,200g,Primi
Pennette alla boscaiola,Passata di pomodoro,400g,Primi
Pennette alla boscaiola,Cipolle bianche,60g,Primi
Pennette alla boscaiola,Panna fresca liquida,30g,Primi
Pennette alla boscaiola,Olio extravergine d'oliva,40g,Primi
Pennette alla boscaiola,Prezzemolo,q.b.,Primi
Pennette alla boscaiola,Sale fino,q.b.,Primi
Pennette alla boscaiola,Pepe nero,q.b.,Primi
Vellutata di porri con crostini saporiti,Porri,600g,Primi
Vellutata di porri con crostini saporiti,Patate,(gialle)300g,Primi
Vellutata di porri con crostini saporiti,Brodo vegetale,500g,Primi
Vellutata di porri con crostini saporiti,Olio extravergine d'oliva,60g,Primi
Vellutata di porri con crostini saporiti,Pepe nero,q.b.,Primi
Vellutata di porri con crostini saporiti,Timo,3rametti,Primi
Vellutata di porri con crostini saporiti,Pane,100g,Primi
Vellutata di porri con crostini saporiti,Rosmarino,q.b.,Primi
Vellutata di porri con crostini saporiti,Paprika dolce,q.b.,Primi
Vellutata di porri con crostini saporiti,Finocchietto selvatico,q.b.,Primi
Vellutata di porri con crostini saporiti,Origano,q.b.,Primi
Vellutata di porri con crostini saporiti,Timo,q.b.,Primi
Cannelloni,Farina 00,300g,Primi
Cannelloni,Uova,3,Primi
Cannelloni,Passata di pomodoro,250g,Primi
Cannelloni,Olio extravergine d'oliva,3cucchiai,Primi
Cannelloni,Aglio,1spicchio,Primi
Cannelloni,Sale fino,q.b.,Primi
Cannelloni,Latte intero,250g,Primi
Cannelloni,Burro,25g,Primi
Cannelloni,Farina 00,25g,Primi
Cannelloni,Noce moscata,grattugiataq.b.,Primi
Cannelloni,Sale fino,1pizzico,Primi
Cannelloni,Pepe nero,nero macinato1pizzico,Primi
Cannelloni,Salsiccia,200g,Primi
Cannelloni,Carne bovina,trita300g,Primi
Cannelloni,Uova,medie2,Primi
Cannelloni,Parmigiano Reggiano DOP,da grattugiare100g,Primi
Cannelloni,Olio extravergine d'oliva,10g,Primi
Cannelloni,Cipolle,80g,Primi
Cannelloni,Sedano,60g,Primi
Cannelloni,Carote,80g,Primi
Cannelloni,Vino rosso,20g,Primi
Cannelloni,Sale fino,1pizzico,Primi
Cannelloni,Pepe nero,1pizzico,Primi
Cannelloni,Parmigiano Reggiano DOP,da grattugiare15g,Primi
Vellutata di cavolfiore,Cavolfiore,di Fano 740g,Primi
Vellutata di cavolfiore,Patate,farinose740g,Primi
Vellutata di cavolfiore,Pepe nero,q.b.,Primi
Vellutata di cavolfiore,Sale fino,q.b.,Primi
Vellutata di cavolfiore,Olio extravergine d'oliva,3cucchiai,Primi
Vellutata di cavolfiore,Erba cipollina,stelo1,Primi
Vellutata di cavolfiore,Aglio,2spicchi,Primi
Vellutata di cavolfiore,Burro,30g,Primi
Vellutata di cavolfiore,Porri,110g,Primi
Vellutata di cavolfiore,Acqua,1l,Primi
Lasagne con la zucca,Lasagne all'uovo,(15 sfoglie)200g,Primi
Lasagne con la zucca,Scamorza affumicata,400g,Primi
Lasagne con la zucca,Fiordilatte,200g,Primi
Lasagne con la zucca,Grana Padano DOP,grattugiato100g,Primi
Lasagne con la zucca,Olio extravergine d'oliva,q.b.,Primi
Lasagne con la zucca,Salvia,q.b.,Primi
Lasagne con la zucca,Pepe nero,q.b.,Primi
Lasagne con la zucca,Latte intero,1l,Primi
Lasagne con la zucca,Burro,100g,Primi
Lasagne con la zucca,Farina 00,100g,Primi
Lasagne con la zucca,Noce moscata,q.b.,Primi
Lasagne con la zucca,Sale fino,q.b.,Primi
Lasagne con la zucca,Zucca,"1,8kg",Primi
Lasagne con la zucca,Aglio,3spicchi,Primi
Lasagne con la zucca,Rosmarino,q.b.,Primi
Lasagne con la zucca,Sale fino,q.b.,Primi
Lasagne con la zucca,Pepe nero,q.b.,Primi
Lasagne con la zucca,Noce moscata,q.b.,Primi
Lasagne con la zucca,Olio extravergine d'oliva,25g,Primi
Tagliatelle ai funghi porcini,Farina 00,200g,Primi
Tagliatelle ai funghi porcini,Uova,fresche120g,Primi
Tagliatelle ai funghi porcini,Semola, per spolverizzare q.b.,Primi
Tagliatelle ai funghi porcini,Funghi porcini,500g,Primi
Tagliatelle ai funghi porcini,Burro,50g,Primi
Tagliatelle ai funghi porcini,Olio extravergine d'oliva,35g,Primi
Tagliatelle ai funghi porcini,Sale fino,q.b.,Primi
Tagliatelle ai funghi porcini,Aglio,1spicchio,Primi
Tagliatelle ai funghi porcini,Prezzemolo,1ciuffo,Primi
Tagliatelle ai funghi porcini,Pepe nero,q.b.,Primi
Pasta e zucchine,Farfalle,320g,Primi
Pasta e zucchine,Zucchine,650g,Primi
Pasta e zucchine,Basilico,q.b.,Primi
Pasta e zucchine,Sale fino,q.b.,Primi
Pasta e zucchine,Olio extravergine d'oliva,20g,Primi
Pasta e zucchine,Pepe nero,q.b.,Primi
Pasta e zucchine,Aglio,1spicchio,Primi
Zuppa di legumi e cereali,Legumi misti,+ cereali 500g,Primi
Zuppa di legumi e cereali,Carote,2,Primi
Zuppa di legumi e cereali,Sedano,2coste,Primi
Zuppa di legumi e cereali,Cipolle,1,Primi
Zuppa di legumi e cereali,Patate,medie2,Primi
Zuppa di legumi e cereali,Pomodori ramati,200g,Primi
Zuppa di legumi e cereali,Grana Padano DOP,croste2,Primi
Zuppa di legumi e cereali,Aglio,1spicchio,Primi
Zuppa di legumi e cereali,Brodo vegetale,1l,Primi
Zuppa di legumi e cereali,Olio extravergine d'oliva,3cucchiai,Primi
Zuppa di legumi e cereali,Rosmarino,1rametto,Primi
Zuppa di legumi e cereali,Timo,1rametto,Primi
Zuppa di legumi e cereali,Alloro,1foglia,Primi
Zuppa di legumi e cereali,Salvia,1rametto,Primi
Orecchiette broccoli e salsiccia,Orecchiette,320g,Primi
Orecchiette broccoli e salsiccia,Broccoli,300g,Primi
Orecchiette broccoli e salsiccia,Salsiccia,300g,Primi
Orecchiette broccoli e salsiccia,Vino bianco,40g,Primi
Orecchiette broccoli e salsiccia,Aglio,1spicchio,Primi
Orecchiette broccoli e salsiccia,Timo,2rametti,Primi
Orecchiette broccoli e salsiccia,Rosmarino,1rametto,Primi
Orecchiette broccoli e salsiccia,Olio extravergine d'oliva,30g,Primi
Orecchiette broccoli e salsiccia,Pepe nero,q.b.,Primi
Orecchiette broccoli e salsiccia,Sale fino,q.b.,Primi
Pasta con le melanzane,Sedanini Rigati,320g,Primi
Pasta con le melanzane,Melanzane,350g,Primi
Pasta con le melanzane,Pomodorini ciliegino,250g,Primi
Pasta con le melanzane,Basilico,qualche foglia,Primi
Pasta con le melanzane,Cipollotto fresco,100g,Primi
Pasta con le melanzane,Sale fino,q.b.,Primi
Pasta con le melanzane,Pepe nero,q.b.,Primi
Pasta con le melanzane,Olio extravergine d'oliva,30g,Primi
Pasta alla sorrentina,Fusilli,320g,Primi
Pasta alla sorrentina,Passata di pomodoro,500g,Primi
Pasta alla sorrentina,Mozzarella,125g,Primi
Pasta alla sorrentina,Olio extravergine d'oliva,30g,Primi
Pasta alla sorrentina,Aglio,1spicchio,Primi
Pasta alla sorrentina,Basilico,q.b.,Primi
Pasta alla sorrentina,Sale fino,q.b.,Primi
Pasta alla sorrentina,Parmigiano Reggiano DOP,da grattugiare65g,Primi
Risotto ai frutti di mare,Riso Carnaroli,320g,Primi
Risotto ai frutti di mare,Cozze,1kg,Primi
Risotto ai frutti di mare,Vongole,500g,Primi
Risotto ai frutti di mare,Calamari,già puliti350g,Primi
Risotto ai frutti di mare,Gamberi,(le code)300g,Primi
Risotto ai frutti di mare,Prezzemolo,1ciuffo,Primi
Risotto ai frutti di mare,Aglio,2spicchi,Primi
Risotto ai frutti di mare,Vino bianco,90g,Primi
Risotto ai frutti di mare,Brodo vegetale,q.b.,Primi
Risotto ai frutti di mare,Olio extravergine d'oliva,q.b.,Primi
Risotto ai frutti di mare,Burro,freddo70g,Primi
Risotto ai frutti di mare,Cipollotto fresco,50g,Primi
Risotto ai frutti di mare,Sedano,25g,Primi
Risotto ai frutti di mare,Carote,25g,Primi
Risotto ai frutti di mare,Peperoncino,1,Primi
Risotto ai frutti di mare,Sale fino,q.b.,Primi
Risotto ai frutti di mare,Pepe nero,q.b.,Primi
Risotto radicchio e pancetta,Riso Carnaroli,320g,Primi
Risotto radicchio e pancetta,Radicchio,(di Chioggia)400g,Primi
Risotto radicchio e pancetta,Pancetta affumicata,150g,Primi
Risotto radicchio e pancetta,Brodo vegetale,1l,Primi
Risotto radicchio e pancetta,Vino rosso,100g,Primi
Risotto radicchio e pancetta,Olio extravergine d'oliva,30g,Primi
Risotto radicchio e pancetta,Scalogno,50g,Primi
Risotto radicchio e pancetta,Sale fino,q.b.,Primi
Risotto radicchio e pancetta,Pepe nero,q.b.,Primi
Risotto radicchio e pancetta,Timo,3rametti,Primi
Passatelli in brodo,Uova,(3 circa)170g,Primi
Passatelli in brodo,Pangrattato,120g,Primi
Passatelli in brodo,Parmigiano Reggiano DOP,da grattugiare120g,Primi
Passatelli in brodo,Scorza di limone,½,Primi
Passatelli in brodo,Noce moscata,q.b.,Primi
Passatelli in brodo,Sale fino,q.b.,Primi
Passatelli in brodo,Brodo di carne,1l,Primi
Frittata di spaghetti,Spaghetti,350g,Primi
Frittata di spaghetti,Uova,5,Primi
Frittata di spaghetti,Latte intero,100g,Primi
Frittata di spaghetti,Parmigiano Reggiano DOP,da grattugiare50g,Primi
Frittata di spaghetti,Scamorza affumicata,100g,Primi
Frittata di spaghetti,Pancetta affumicata,50g,Primi
Frittata di spaghetti,Timo,1rametto,Primi
Frittata di spaghetti,Pepe nero,1pizzico,Primi
Frittata di spaghetti,Olio extravergine d'oliva,q.b.,Primi
Frittata di spaghetti,Aglio,1spicchio,Primi
Risotto al pomodoro,Riso Carnaroli, 400g,Primi
Risotto al pomodoro,Pomodorini in scatola, 400g,Primi
Risotto al pomodoro,Passata di pomodoro, (facoltativo)2cucchiai,Primi
Risotto al pomodoro,Brodo vegetale, 1l,Primi
Risotto al pomodoro,Cipolle dorate,1,Primi
Risotto al pomodoro,Grana Padano DOP,40g,Primi
Risotto al pomodoro,Olio extravergine d'oliva, 3cucchiai,Primi
Risotto al pomodoro,Burro,20g,Primi
Risotto al pomodoro,Basilico, q.b.,Primi
Risotto al pomodoro,Sale fino,q.b.,Primi
Zuppa di ceci e zucca,Zucca delica,da pulire600g,Primi
Zuppa di ceci e zucca,Ceci precotti,sgocciolati400g,Primi
Zuppa di ceci e zucca,Biete,100g,Primi
Zuppa di ceci e zucca,Cipolle dorate,100g,Primi
Zuppa di ceci e zucca,Bacche di ginepro,3bacche,Primi
Zuppa di ceci e zucca,Alloro,2foglie,Primi
Zuppa di ceci e zucca,Acqua,"1,5l",Primi
Zuppa di ceci e zucca,Olio extravergine d'oliva,q.b.,Primi
Zuppa di ceci e zucca,Sale fino,q.b.,Primi
Zuppa di ceci e zucca,Pepe nero,q.b.,Primi
Couscous alle verdure,Cous cous,precotto 160g,Primi
Couscous alle verdure,Acqua,calda320g,Primi
Couscous alle verdure,Olio extravergine d'oliva,10g,Primi
Couscous alle verdure,Curcuma in polvere,1cucchiaino,Primi
Couscous alle verdure,Sale fino,1pizzico,Primi
Couscous alle verdure,Carote,180g,Primi
Couscous alle verdure,Melanzane,180g,Primi
Couscous alle verdure,Pomodorini ciliegino,100g,Primi
Couscous alle verdure,Sale fino,q.b.,Primi
Couscous alle verdure,Olio extravergine d'oliva,20g,Primi
Couscous alle verdure,Peperoncino fresco,1,Primi
Couscous alle verdure,Cipollotto fresco,100g,Primi
Couscous alle verdure,Aglio,1spicchio,Primi
Couscous alle verdure,Zucchine,180g,Primi
Couscous alle verdure,Taccole,100g,Primi
Couscous alle verdure,Zenzero fresco,10g,Primi
Couscous alle verdure,Menta,qualche foglia,Primi
Tagliatelle al ragù bianco,Tagliatelle all'uovo,250g,Primi
Tagliatelle al ragù bianco,Manzo,tritato250g,Primi
Tagliatelle al ragù bianco,Salsiccia,fresca150g,Primi
Tagliatelle al ragù bianco,Pancetta, 100g,Primi
Tagliatelle al ragù bianco,Sedano,60g,Primi
Tagliatelle al ragù bianco,Carote,60g,Primi
Tagliatelle al ragù bianco,Cipolle dorate,60g,Primi
Tagliatelle al ragù bianco,Aglio,1spicchio,Primi
Tagliatelle al ragù bianco,Vino bianco,60g,Primi
Tagliatelle al ragù bianco,Olio extravergine d'oliva,50g,Primi
Tagliatelle al ragù bianco,Rosmarino,1rametto,Primi
Tagliatelle al ragù bianco,Salvia,3foglie,Primi
Tagliatelle al ragù bianco,Alloro,2foglie,Primi
Tagliatelle al ragù bianco,Pepe nero,q.b.,Primi
Tagliatelle al ragù bianco,Sale fino,q.b.,Primi
Tagliatelle al ragù bianco,Acqua,q.b.,Primi
Risotto con zucchine,Riso Carnaroli,320g,Primi
Risotto con zucchine,Zucchine,350g,Primi
Risotto con zucchine,Brodo vegetale,1l,Primi
Risotto con zucchine,Cipolle bianche, 80g,Primi
Risotto con zucchine,Vino bianco, 100g,Primi
Risotto con zucchine,Burro,50g,Primi
Risotto con zucchine,Parmigiano Reggiano DOP,(da grattugiare)70g,Primi
Risotto con zucchine,Sale fino,q.b.,Primi
Risotto con zucchine,Pepe nero,q.b.,Primi
Risotto con zucchine,Olio extravergine d'oliva,un filo,Primi
Risotto con zucchine,Menta,5foglie,Primi
Gateau di patate,Patate,a pasta gialla500g,Secondi-piatti
Gateau di patate,Fiordilatte,100g,Secondi-piatti
Gateau di patate,Salame napoletano,50g,Secondi-piatti
Gateau di patate,Prosciutto cotto,in una fetta spessa50g,Secondi-piatti
Gateau di patate,Parmigiano Reggiano DOP,(24 mesi)2cucchiai,Secondi-piatti
Gateau di patate,Uova,2,Secondi-piatti
Gateau di patate,Olio extravergine d'oliva,q.b.,Secondi-piatti
Gateau di patate,Pepe nero,q.b.,Secondi-piatti
Gateau di patate,Sale fino,q.b.,Secondi-piatti
Gateau di patate,Olio extravergine d'oliva,q.b.,Secondi-piatti
Gateau di patate,Pangrattato,20g,Secondi-piatti
Gateau di patate,Parmigiano Reggiano DOP,30g,Secondi-piatti
Parmigiana di melanzane,Melanzane ovali nere,"1,7kg",Secondi-piatti
Parmigiana di melanzane,Passata di pomodoro,1kg,Secondi-piatti
Parmigiana di melanzane,Fiordilatte,500g,Secondi-piatti
Parmigiana di melanzane,Parmigiano Reggiano DOP,(da grattugiare)150g,Secondi-piatti
Parmigiana di melanzane,Cipolle dorate,1,Secondi-piatti
Parmigiana di melanzane,Basilico,q.b.,Secondi-piatti
Parmigiana di melanzane,Olio extravergine d'oliva,q.b.,Secondi-piatti
Parmigiana di melanzane,Pepe nero,q.b.,Secondi-piatti
Parmigiana di melanzane,Sale fino,q.b.,Secondi-piatti
Parmigiana di melanzane,Olio di semi di arachide,q.b.,Secondi-piatti
Polpette al sugo,Manzo,(carne macinata)220g,Secondi-piatti
Polpette al sugo,Salsiccia,165g,Secondi-piatti
Polpette al sugo,Pane raffermo,mollica30g,Secondi-piatti
Polpette al sugo,Parmigiano Reggiano DOP,grattugiato25g,Secondi-piatti
Polpette al sugo,Uova,1,Secondi-piatti
Polpette al sugo,Prezzemolo,tritato1cucchiaio,Secondi-piatti
Polpette al sugo,Origano,secco1pizzico,Secondi-piatti
Polpette al sugo,Noce moscata,grattugiata1pizzico,Secondi-piatti
Polpette al sugo,Sale fino,q.b.,Secondi-piatti
Polpette al sugo,Pepe nero,q.b.,Secondi-piatti
Polpette al sugo,Olio extravergine d'oliva,q.b.,Secondi-piatti
Polpette al sugo,Passata di pomodoro,350g,Secondi-piatti
Polpette al sugo,Acqua,50g,Secondi-piatti
Polpette al sugo,Sale fino,5g,Secondi-piatti
Polpette al sugo,Origano,seccoq.b.,Secondi-piatti
Polpette al sugo,Pepe nero,q.b.,Secondi-piatti
Brasato al Barolo,Manzo,cappello del prete1kg,Secondi-piatti
Brasato al Barolo,Barolo,(1 bottiglia)750ml,Secondi-piatti
Brasato al Barolo,Carote,(circa 2 medie)160g,Secondi-piatti
Brasato al Barolo,Sedano,(circa 2 coste medie)100g,Secondi-piatti
Brasato al Barolo,Cipolle dorate,(circa 1 grossa)180g,Secondi-piatti
Brasato al Barolo,Aglio,1spicchio,Secondi-piatti
Brasato al Barolo,Rosmarino,1rametto,Secondi-piatti
Brasato al Barolo,Alloro,2foglie,Secondi-piatti
Brasato al Barolo,Chiodi di garofano,3,Secondi-piatti
Brasato al Barolo,Pepe nero in grani,4,Secondi-piatti
Brasato al Barolo,Cannella in stecche,1,Secondi-piatti
Brasato al Barolo,Burro,15g,Secondi-piatti
Brasato al Barolo,Olio extravergine d'oliva,50g,Secondi-piatti
Brasato al Barolo,Sale fino,q.b.,Secondi-piatti
Spezzatino di vitello con patate,Vitello,polpa 1kg,Secondi-piatti
Spezzatino di vitello con patate,Patate,1kg,Secondi-piatti
Spezzatino di vitello con patate,Carote,1,Secondi-piatti
Spezzatino di vitello con patate,Sedano,1costa,Secondi-piatti
Spezzatino di vitello con patate,Cipolle bianche,1,Secondi-piatti
Spezzatino di vitello con patate,Olio extravergine d'oliva,20g,Secondi-piatti
Spezzatino di vitello con patate,Brodo di carne,1l,Secondi-piatti
Spezzatino di vitello con patate,Sale fino,q.b.,Secondi-piatti
Spezzatino di vitello con patate,Pepe nero,q.b.,Secondi-piatti
Spezzatino di vitello con patate,Farina 00,20g,Secondi-piatti
Spezzatino di vitello con patate,Vino bianco,50g,Secondi-piatti
Spezzatino di vitello con patate,Salvia,1rametto,Secondi-piatti
Spezzatino di vitello con patate,Rosmarino,1rametto,Secondi-piatti
Spezzatino di vitello con patate,Timo,1rametto,Secondi-piatti
Pollo al limone,Petto di pollo,600g,Secondi-piatti
Pollo al limone,Farina 00,q.b.,Secondi-piatti
Pollo al limone,Olio extravergine d'oliva,q.b.,Secondi-piatti
Pollo al limone,Origano,q.b.,Secondi-piatti
Pollo al limone,Scorza di limone,1,Secondi-piatti
Pollo al limone,Succo di limone,100g,Secondi-piatti
Pollo al limone,Acqua,200g,Secondi-piatti
Pollo al limone,Amido di mais (maizena),20g,Secondi-piatti
Pollo al limone,Zucchero,10g,Secondi-piatti
Pollo al limone,Sale fino,q.b.,Secondi-piatti
Pollo al limone,Salsa di soia,10g,Secondi-piatti
Spezzatino di manzo,Carne bovina,(cappello del prete)1kg,Secondi-piatti
Spezzatino di manzo,Brodo di carne,"(potrebbe servirne meno o leggermente di più)2,5l",Secondi-piatti
Spezzatino di manzo,Cipolle,1,Secondi-piatti
Spezzatino di manzo,Carote,1,Secondi-piatti
Spezzatino di manzo,Sedano,1costa,Secondi-piatti
Spezzatino di manzo,Vino rosso,1bicchiere,Secondi-piatti
Spezzatino di manzo,Olio extravergine d'oliva,4cucchiai,Secondi-piatti
Spezzatino di manzo,Burro,30g,Secondi-piatti
Spezzatino di manzo,Farina 00,30g,Secondi-piatti
Spezzatino di manzo,Rosmarino,1rametto,Secondi-piatti
Spezzatino di manzo,Timo,1rametto,Secondi-piatti
Spezzatino di manzo,Salvia,3foglie,Secondi-piatti
Spezzatino di manzo,Pepe nero,q.b.,Secondi-piatti
Spezzatino di manzo,Sale fino,q.b.,Secondi-piatti
Ossibuchi alla milanese,Ossibuchi di vitello,"(4 pezzi da 300 g l'uno)1,2kg",Secondi-piatti
Ossibuchi alla milanese,Brodo di carne,500g,Secondi-piatti
Ossibuchi alla milanese,Cipolle dorate,250g,Secondi-piatti
Ossibuchi alla milanese,Farina 00,50g,Secondi-piatti
Ossibuchi alla milanese,Vino bianco,50g,Secondi-piatti
Ossibuchi alla milanese,Olio extravergine d'oliva,50g,Secondi-piatti
Ossibuchi alla milanese,Burro,40g,Secondi-piatti
Ossibuchi alla milanese,Sale fino,q.b.,Secondi-piatti
Ossibuchi alla milanese,Pepe nero,q.b.,Secondi-piatti
Ossibuchi alla milanese,Prezzemolo,1ciuffo,Secondi-piatti
Ossibuchi alla milanese,Aglio,2spicchi,Secondi-piatti
Ossibuchi alla milanese,Scorza di limone,non trattato1,Secondi-piatti
Pollo alle mandorle,Petto di pollo,200g,Secondi-piatti
Pollo alle mandorle,Albumi,½,Secondi-piatti
Pollo alle mandorle,Olio di semi di arachide,(o di girasole)5g,Secondi-piatti
Pollo alle mandorle,Acqua,20g,Secondi-piatti
Pollo alle mandorle,Fecola di patate,5g,Secondi-piatti
Pollo alle mandorle,Sale fino,q.b.,Secondi-piatti
Pollo alle mandorle,Pepe bianco,(o nero)q.b.,Secondi-piatti
Pollo alle mandorle,Mandorle pelate,20g,Secondi-piatti
Pollo alle mandorle,Olio di semi di arachide,(o di girasole)q.b.,Secondi-piatti
Pollo alle mandorle,Germogli di bambù,in scatola80g,Secondi-piatti
Pollo alle mandorle,Olio di semi di arachide,(o di girasole)15g,Secondi-piatti
Pollo alle mandorle,Acqua,95g,Secondi-piatti
Pollo alle mandorle,Salsa di soia,chiara2cucchiaini,Secondi-piatti
Pollo alle mandorle,Salsa di soia,scura1cucchiaino,Secondi-piatti
Pollo alle mandorle,Fecola di patate,q.b.,Secondi-piatti
Pollo alle mandorle,Sale fino,q.b.,Secondi-piatti
Polpettine di tonno e ricotta,Tonno sott'olio,sgocciolato230g,Secondi-piatti
Polpettine di tonno e ricotta,Ricotta vaccina,200g,Secondi-piatti
Polpettine di tonno e ricotta,Acciughe (alici), filetti sott'olio 20g,Secondi-piatti
Polpettine di tonno e ricotta,Capperi sotto sale,20g,Secondi-piatti
Polpettine di tonno e ricotta,Pangrattato,50g,Secondi-piatti
Polpettine di tonno e ricotta,Prezzemolo,da tritare8g,Secondi-piatti
Polpettine di tonno e ricotta,Uova,medie 2,Secondi-piatti
Polpettine di tonno e ricotta,Parmigiano Reggiano DOP,50g,Secondi-piatti
Polpettine di tonno e ricotta,Sale fino,q.b.,Secondi-piatti
Polpettine di tonno e ricotta,Pepe nero,q.b.,Secondi-piatti
Polpettine di tonno e ricotta,Pangrattato,40g,Secondi-piatti
Polpettine di tonno e ricotta,Olio di semi di arachide,q.b.,Secondi-piatti
Filetto al pepe verde,Filetto di manzo,(4 filetti)1kg,Secondi-piatti
Filetto al pepe verde,Pepe verde in grani,in salamoia20g,Secondi-piatti
